FRN,ProviderName,records,blocks
0014300701,Privatel Inc.,5,5
0014343156,"Davidson Telecom, LLC",1,1
0014363329,Montana Opticom,1841,1841
0014395966,"Zito Media, L.P.",5556,5556
0014409924,Windstream Communications LLC,565,564
0014426852,McMinnville Access Company,12230,11606
0014471288,"Mik Rotec CATV, LLC",173,173
0014480248,"Huntel, Inc.",3830,3830
0014499438,Rapid Systems Corporation,1261,1261
0014511364,"Computer 5, Inc.",1036,947
0014531073,"Allied Telecom Group, LLC",753,562
0014540751,"NEIT Services, LLC",757,757
0014561450,Little Apple Technologies,578,578
0014639876,"Salsgiver Telecom, Inc.",169,169
0014645576,"Electronic Corporate Pages, Inc",1,1
0014660450,PARISH COMMUNICATIONS,194,194
0014663652,"Dallas County Wireless, Inc.",871,871
0014673305,Arnold Greif,14,14
0014694327,StarTouch Broadband,148114,148114
0014699953,"Peetz Communications, LLC",1189,1188
0014705602,"Roggen Telephone Enterprises, Inc.",387,387
0014710388,"FairPoint Communications Missouri, Inc.",2017,1049
0014735781,Pulaski Electric System,7,7
0014767164,The Borough of Kutztown,174,174
0014778781,BySky Inc.,43,43
0014802524,City of Morganton,1270,635
0014803555,Viking Broadband Inc.,2,2
0014850168,"Red River Cable T. V., Inc",39,39
0014860472,"Airosurf Communications, Inc.",393,393
0014860530,Sacred Wind Communications Inc.,13002,9651
0014898977,North Carolina Wireless,6157,6157
0014935183,bright.net north Inc,5451,5451
0014942668,tw telecom holdings inc.,85217,78370
0014973705,"Lightspeed Networks, Inc.",117,117
0015011810,"Crystal Automation Systems, Inc.",23404,21452
0015017189,"Bug Tussel Wireless, LLC",7436,7436
0015034358,Allband Communications Cooperative,287,287
0015034358,"Allband Multimedia, LLC",328,328
0015045149,Christensen Communications Co. - CLEC,156,79
0015093073,"A Better Wireless, NISP, LLC",2263,1880
0015179609,"Indiana Fiber Network, LLC",54,54
0015212145,Business Only Broadband,10285,10285
0015307416,"Delta Telecom, Inc.",270,54
0015329782,"Sterling Communications, Inc.",60,55
0015331689,"Zayo Enterprise Networks, LLC",964,927
0015336449,"Atlantic Broadband Finance, LLC",29035,29035
0015337090,Mid-Hudson Data Corp,5816,5816
0015340417,"Great Plains Broadband, Inc.",1328,909
0015349392,X1 Communications,3338,3337
0015407182,"Vision Net, Inc.",30,30
0015437841,Braintree Electric Light Department,497,497
0015457351,Kellin Communications,21228,21228
0015466766,"Cable America Missouri, LLC",9128,9128
0015518269,Bay Springs Communications Inc.,419,419
0015518590,Television Association of Republic,331,313
0015534811,"Fort Mojave Telecommunications, Inc.",111,111
0015535271,Columbia Energy L.L.C,9183,7437
0015540669,Missouri Network Alliance LLC,9,9
0015561350,"Central Indiana Communications, Inc.",1941,1744
0015573256,Bertram Communications LLC,144,144
0015592397,"Wired or Wireless, Inc.",32609,32152
0015607229,Choicetel LLC,115,115
0015612112,Master Vision,117,117
0015616642,Wyoming.Com,108357,86204
0015643182,Mountain West Technologies Corporation,452,441
0015656606,NewMax LLC,963,936
0015678931,"Southwest Communications, Inc. dba: Bloomingdale Communications",317,317
0015683816,"ImOn Communications, LLC",2139,1108
0015696180,"Aurora Communications, Inc.",396,132
0015718596,"QX.Net, Networking & Design",7681,7681
0015753262,Hopkinsville Electric System,1103,1102
0015784663,Suddenlink Communications,156339,156339
0015798648,"IdeaTek Telcom, LLC",333,333
0015808736,"Greenfly Networks, Inc",370,370
0015876352,"Intelliwave, LLC",1336,1336
0015881154,"Velocity.Net Communications, INC",108,108
0015950934,City of Wilson,625,625
0015966914,"Precision Data Solutions, LLC",181,181
0015988272,"Five Area Systems, Inc.",4709,4709
0015991268,Freewire Broadband LLC,44174,44174
0016004087,Utah Telecommunication Open Infrastructure Agency,1890,1890
0016022154,"Grayson CableRocket, LLC",739,739
0016022618,Northern New England Telephone Operations LLC,81797,48303
0016026965,"FDF Communications Co., dba BPS Networks",9997,9997
0016050833,"Home Telephone Company, Inc.",1173,1173
0016051450,City of North Kansas City,319,319
0016058422,"Egyptian Internet Services, Inc",629,628
0016059842,Edward Winters,171,171
0016064842,ICON Technologies Inc.,586,586
0016066342,"Gamewood Technology Group, Inc.",346,339
0016069635,SAA bright.net,3133,3133
0016075335,"Prairie Networks, LLC.",46,46
0016076200,golden valley cable and communications,1977,1977
0016079766,"Sonic Telecom, LLC",95505,23836
0016079956,"Fourway Computer Products, Inc.",99,99
0016082224,NexGenAccess Inc.,276,276
0016082927,E-Vergent.Com LLC,66919,61894
0016084675,Rebeltec Communications LLC,6655,6328
0016084683,Eden Recor,2173,2173
0016084857,"Myakka Technologies, Inc.",238,238
0016085144,"Eastern Oregon Net, Inc.",1322,1214
0016085920,"@Link Services, LLC",293,293
0016086035,Traer Municipal Utilities,70,70
0016087298,"Critical Hub Networks, Inc.",20439,19018
0016087876,"United Services, Inc.",1406,1168
0016088924,"Antelecom, inc.",10789,10789
0016093411,Ansteorra Inc.,150,150
0016094708,"Air Advantage, LLC",31507,28500
0016095432,Believe Wireless LLC,101,101
0016095986,RuralWaves Wireless Internet,293,293
0016095994,2Geton Net Inc.,434,434
0016096083,"Tivcorp, Inc. d/b/a Webjogger Internet Services",2447,2447
0016096398,InfoWest Inc,6666,6666
0016096711,"Lobo Internet Services, Ltd.",324,310
0016096752,"MetaLINK Technologies, Inc.",40422,40422
0016097826,"ComLink, LLC",208,201
0016098147,"TerraNovaNet, Inc",7,7
0016098626,Bspeedy Wireless Inc,1011,982
0016098832,"Wire Free Nebraska, Inc./Community Internet Systems, Inc.",421,413
0016098931,"Amplex Electric, Inc.",16520,16520
0016099053,"Geneva On-Line, Inc.",4793,4793
0016101412,"B2X Online, Inc",757,757
0016101453,"Express Dial Internet, Inc.",482,482
0016102006,The Iserv Company,363,353
0016102832,LARIAT,1935,1933
0016123374,"Softcom Internet Communications, Inc.",738,738
0016126971,Velocity Online,1582,1582
0016134751,"SkyWerx Industries, LLC",346,346
0016137937,"Alpheus Data Services, LLC",750,743
0016155822,"Ethoplex, LLC",1699,1699
0016161788,Aristotle Inc.,225,225
0016162661,"Whiz to Coho, Inc",5666,5666
0016173635,Office of the Chief Technology Officer,141,141
0016184988,"North Texas Broadband, LLC",522,522
0016194516,La Canada Wireless Association,130,130
0016195810,SkyHiCorp,169,169
0016202236,"e-Polk, Inc.",58,58
0016210890,"Virginia Broadband, LLC",13371,13371
0016230526,Succeed.Net,16268,16268
0016237927,"Long Lines Siouxland, LLC",307,276
0016239758,"Indian Creek Internet Services, Inc.",222,222
0016251530,"Joink, LLC",817,817
0016273229,"Finger Lakes Technologies Group, Inc.",658,658
0016278970,"Wisper ISP, INC",86737,86737
0016286825,PCI Broadband,9141,9117
0016324980,City of Cartersville,63,63
0016338535,Access Media 3,217,215
0016346991,"Brevard Wireless, Inc.",94929,94929
0016349441,Guiness Communications Inc. dba Delta Cable Vision,74,74
0016368920,Frontier Computer Solutions,11944,11944
0016384539,"Tower Cloud, Inc",24,24
0016385205,"Millennium Networks, LLC",4256,3489
0016388589,Next Metro,70,62
0016392078,JC Mickelson Inc. DBA Nebonet.com,184,184
0016394058,"MNWireless, LLC",116,116
0016401333,Grandlinx,1808,1808
0016419392,Broadband Corp.,13452,13452
0016431603,"Proximiti Technologies, Inc.",8,8
0016454472,"KC Online, Inc.",19,19
0016469306,Citizens Communications,623,616
0016474868,JB-Nets,1129,1129
0016479917,"Computer Office Solutions, Inc.",49,49
0016496184,"Surf Communications, Inc",1954,1954
0016509242,Pottawatomie Telephone Company LLC,1404,1404
0016540734,"Inside Connect Cable, LLC",296,296
0016555849,"Zayo Group, LLC",1438,1438
0016618738,"IP Global, LLC",97,86
0016677072,Kinetix Broadband,11,10
0016708109,"Gargoyle Technologies, Inc.",139,139
0016715682,Gtek Computers & Wireless L.L.C.,1152,1152
0016724494,"IPacket Networks, LLC",22,22
0016754152,Gorge Networks Inc.,1032,1031
0016829194,"Orcas Online, Inc.",95,95
0016852865,"Fast-Air Internet, Inc.",397,397
0016863789,"FreedomNet Solutions, LLC",99,99
0016870578,Vocal IP Networx Ltd,177,173
0016873374,ALTIUS Communications LLC,3096,3096
0016889396,Tierzero,555,537
0016893455,"Kansas Broadband Internet, Inc.",850,850
0016899015,T G Ferguson Co dba Complete Computers,302,302
0016912354,"360 Communications, LLC",111,111
0016918765,"Avenue Broadband Communications, LLC d/b/a NewWave Communications",7029,7029
0016948093,Acelanet LLC,4013,4013
0016966806,"Broadband VI, LLC",83,83
0016968596,Gaslight Media,814,814
0016977381,"Bluebird Wireless Broadband Services, LLC",563,563
0016979411,Future Technologies,51337,51337
0016987844,Shell Rock Communications Inc,141,141
0017068073,"Planters Communications, LLC",520,520
0017080672,"Grizzly Internet, Inc",663,663
0017082157,Blanchard Telephone Co.,227,227
0017083437,"Infobahn Outfitters, Inc.",1160,1157
0017117037,"Cherry Capital Connection, LLC",15236,15236
0017123985,"MFG Services,Inc.",14,14
0017131319,"Cyberdyne Networks, Inc",2241,2241
0017131830,SmartBurst LLC,9,9
0017139189,Desert Winds Wireless LLC,38204,22432
0017140898,Rural Enterprises Inc.,12521,12521
0017141102,"Computer Techniques, Inc.",405,405
0017146051,"COLI, Inc",6719,6684
0017149147,BeaDun Communications,56,56
0017154659,"Transtelco, Inc.",75,75
0017159856,"TMN, Inc",47541,47541
0017163304,Slopeside Internet LLC,48,48
0017169327,"King Street Wireless, L.P.",479896,479896
0017183674,"NTS Telephone Company, LLC",368,368
0017194234,"Rtec Communications, Inc.",328,288
0017195017,"Diverse Datum, Inc",6196,6196
0017225723,Mid-Maine Telecom LLC,341,340
0017230699,"Nextera Wireless, LLC",46410,46410
0017306663,Vector Data Systems LLC,16821,16821
0017318684,MI Connection Communications System,2764,2764
0017326893,Ptera  Inc.,15438,15438
0017335381,Veloxinet,12,11
0017338054,Northern Neck Wireless Internet Services LLC,1,1
0017348301,Wintek Corporation,192,192
0017360827,The Seimitsu Corporation,16073,7339
0017389735,"Race Telecommunications, Inc.",579,579
0017389958,Palmer Wireless,814,814
0017455981,Fire2Wire,14750,14750
0017497694,"OneTone Telecom, Inc.",101,96
0017535386,"VTX Communications, LLC",31847,31847
0017551359,Telephone Operating Company of Vermont LLC,22045,13337
0017565847,"ATG Communications, LLC",27810,27810
0017591082,"Geneva Broadband, LLC",2144,2128
0017603465,"Pinpoint Network Solutions, LLC",5,5
0017612078,"BitCom, LLC",6,5
0017619883,"UnwiredWest, LLC",59,59
0017631540,Kingdom Connection,2279,2279
0017633405,Total Highspeed LLC,1717,1717
0017645813,Visual Link Internet LLC,166,166
0017649732,Rural Broadband Network Services LLC,54,54
0017678236,Webformix Company,7782,7782
0017732157,"New River Valley Unwired, LLC",620,620
0017809351,"Lincolnville Networks, Inc.",238,144
0017811902,"SeaKay, Inc.",503,503
0017818741,"EOS, Inc.",13607,13607
0017851569,One Point Technologies Inc.,3252,2411
0017904020,Country Wireless LLC,771,766
0017947649,"Precision Technology, Inc. dba Connecting Point",20420,20420
0017986985,WiValley Inc,237,226
0017997438,River Delta Wireless,2778,2778
0018039495,Princeton Electric Plant Board,6,6
0018052712,Kayse Internet,18,15
0018055079,Mayfield Electric & Water,239,230
0018057257,Wave Wireless LLC,13,13
0018069666,"DMCI Broadband, LLC",8108,8108
0018071944,InvisiMax Inc.,1218,1218
0018079764,"Blueriver Networking Services, Inc.",707,707
0018085316,"FireServe, LLC",4901,4901
0018092593,"Visionary Communications, Inc",1380,1240
0018100230,"USFon, Inc.",7,7
0018108621,Computer Dynamics of NW Illinois LLC,1299,1299
0018110502,"HC Cable OpCo, LLC",953,885
0018115626,"TecInfo Communications, LLC",13,13
0018147538,"Front Range Internet, Inc.",34,32
0018150599,Wyerless,100,99
0018184804,BreezeAir Networks LLC,64,64
0018186395,"Zero Error Networks, LLC",17,17
0018202309,SDWISP,5271,5271
0018204859,"Pasty.net,Inc.",363,363
0018206391,"North Branch Networks, LLC",230,230
0018209551,City of Longmont,352,352
0018224600,SMS LLC,2740,2740
0018226548,"Bee Creek Communications, Inc.",14,14
0018234732,"Stephouse Holdings Company, LLC",355,355
0018242867,Professional Value Internet Service Inc,13802,13802
0018247254,101Netlink,12425,12425
0018247908,"WIFI Midwest, Inc.",5519,5378
0018249854,"Native American Telecom, LLC",34,34
0018261834,"Raw Bandwidth Telecom, Inc.",12322,6161
0018269076,Speed Of Light Broadband,7811,7811
0018270504,"RB3, LLC",4388,4351
0018293175,"Internet Services, LLC",14,14
0018294934,RuralReach.com,2670,2670
0018326165,Hinson Communications Inc.,6,6
0018337253,Wireless Etc.,4391,4391
0018337287,"Emery Telcom Video, LLC",261,261
0018344689,qrowireless of idaho,23,23
0018352039,"Cornerstone Communications, LLC",1571,1552
0018355909,Imagine Networks,1386,1386
0018358473,"Total Radio Service, Inc.",68,68
0018367177,"Geneseo Communications Services, Inc.",37,37
0018371963,"New Era Broadband, LLC",13,13
0018392704,"Sound Internet Services, Inc.",6163,6163
0018421354,"Raicom, Inc.",4148,4148
0018424077,"RTC Solutions, Inc",20,20
0018424440,"North State Communications Advanced Services, LLC",473,473
0018425108,Upward Access,209,209
0018426130,"VOLstate, Inc.",16,15
0018443366,PCS-WIN,4500,4500
0018446666,"Electronic Solutions, Inc.",48,48
0018447276,"CalNeva Broadband, LLC",986,986
0018454819,Catapulsion Broadband,19,19
0018473223,WVVA.net Inc.,7134,7134
0018483222,America Internet & Communications,35,35
0018497412,AirRunner Networks LLC,319,319
0018500587,"THREE RIVER DIGITAL CABLE, L.L.C.",665,665
0018502286,"Skyweb Networks, INC",110,110
0018502625,"Tularosa Basin Telephone Co., Inc.",2064,1035
0018505388,"Hamilton.net, Inc.",27981,27981
0018505537,Leaco Rural Telephone Cooperative,482,476
0018510859,"The Electric and Water Plant Board of the City of Frankfort, KY",2422,1211
0018511246,VDL INC d/b/a Global Telecom Brokers,96,96
0018511287,"LiteWire Internet Services, Inc.",631,631
0018511303,"Mid States Services, LLC.",4068,4068
0018515536,Edward Spoon,8563,8563
0018515676,"StarVision,Inc.",571,488
0018515817,Community Internet Service,339,339
0018518753,"NTInet, inc",715,715
0018519397,Fayetteville Public Utilities,3,3
0018520320,"Big River Telephone Company, LLC",527,506
0018521443,Community Fiber Network LLC,76,76
0018522409,The City of Daytona Beach,1,1
0018522730,Ridgewood Cable,4829,4829
0018525139,Cruzio Media Inc.,41610,41610
0018526087,"H&B Communications, Inc",684,463
0018528893,"ITS Telecommunications Systems, Inc.",266,155
0018531095,Landmark Wireless LLC,1015,1015
0018535427,City of Coffeyville,93,92
0018538496,Otelco Mid-Missouri LLC,572,569
0018538512,Otelco Telephone LLC,654,588
0018538637,"Master Mind Productions, Inc.",4,4
0018539593,GMN Wireless Broadband,1626,1626
0018539601,Laurel Highland Telephone Company,640,640
0018539742,"Peace Valley Telephone Co., Inc.",126,126
0018539916,"Ralls Technologies, LLC",546,546
0018540146,Yukon-Waltz Telephone Company,165,165
0018540237,Electric Power Board,6967,6967
0018540245,Southern Tier Wireless,154,154
0018540914,"DC Access, LLC",311,311
0018542233,National Mobile Communications,5080,3594
0018544403,"DSLbyAir, LLC",199,199
0018544510,"Hidden Lake Wireless, Inc.",44,44
0018547471,"Gans Communications, L.P. d/b/a MetroCast Communications",3375,3375
0018547828,"Telefonica USA, Inc.",602,601
0018548073,"Martineer Wireless, Inc.",6151,6151
0018548107,BancCentral Financial Services,4405,4405
0018549113,"Utilities, Inc.",2258,1445
0018555169,"WireFree Communications, Inc.",1556,1556
0018562181,SMR Communications,1,1
0018562611,New Lisbon Telephone,2568,2568
0018562652,City of Holyoke Gas & Electric Department,137,94
0018562835,Western Sonoma County Internet Cooperative Corporation,20,20
0018563023,"PVT Networks, Inc.",1883,1563
0018563023,Penasco Valley Telephone Coop,1250,1250
0018564179,Cloudburst9  LLC,3274,3274
0018564799,"Intelligent Computing Solutions, Inc.",15110,15110
0018567966,Odessa Office Equipment,20679,20679
0018569533,Dustin Chandler,1244,1244
0018570812,UPSALA COOPERATIVE TELEPHONE ASSOCIATION,420,257
0018570887,Morris Broadband LLC,10419,5442
0018572933,"Fort Randall Cable Systems, Inc",24,24
0018573212,"Fulair,LLC",44,44
0018575217,Bayou Cable Inc,350,350
0018578955,PUBLIC WORKS COMMISSION,72,72
0018580423,"Velociter Wireless, Inc.",591,591
0018580704,Dixie Net Communications,342,293
0018582064,Surfnet Communications,50,50
0018582510,Public Utility District No. of Douglas County,1811,1542
0018583823,"RT Communications, Inc",3334,2879
0018584425,Gainesville Regional Utilities,96,96
0018587436,"Tri-County Telephone Association, Inc.",2927,2927
0018587451,Council Grove Telephone Company,766,766
0018587469,"TC Wireless, Inc.",1450,1447
0018589226,"Lightower Fiber Networks I, LLC (formerly known as Light Tower Fiber Long Island LLC)",71340,71340
0018589432,WIRELESS INTERNET CORP,421,421
0018591420,"Broadband on Demand, LLC",373,373
0018591826,WORLDNET TELECOMMUNICATIONS,6026,3046
0018592253,United Farmers Telephone Company,126,126
0018592782,DerbyNet,52,52
0018594515,"ECSIS.NET, LLC DBA Electronic Communication Systems",3179,3179
0018595660,City of Bellevue,206,206
0018596395,"Whitespace, LLC",874,874
0018596965,"Hospers Telephone Exchange, Inc.",786,599
0018600445,Cloud Alliance LLC,1461,1461
0018602458,"Access One, Inc.",504,504
0018602995,Clarksville Mutual Telephone Company,121,121
0018603084,"Eastern Indiana WIFI,Inc.",278,278
0018603795,"Pritell, Inc.",272,272
0018603860,"JCMM VENTURES, LLC d/b/a Net-Change.Com",102,102
0018603969,VAL-ED Joint Venture LLP dba 702Communications,1563,1405
0018604926,"H&B Cable, Inc",1558,1244
0018607911,Tnet/High Desert Online,295,295
0018610774,Skynet Communications,41392,41392
0018614362,"G5 Internet, LLC",11,11
0018617688,"Grafton Technologies, Inc.",362,362
0018618207,"Texas CellNet, Inc",242,242
0018624494,"Florida Phone Systems, Inc.",21,21
0018626648,"Northern Indiana Technologies, Inc",693,693
0018626853,"CenturyLink, Inc.",1352769,1161064
0018628651,Mercury Network Corporation,5921,5921
0018647156,"Ayacht Technology Solutions, LLC",50,50
0018654335,"Impulse Internet Services, llc",1737,1287
0018675256,"Micrologic, Inc.",24426,24426
0018683326,WAVELINC WIRELESS,12,12
0018699355,Sky Valley Network LLC,891,891
0018706002,"Inventive Wireless of Nebraska, LLC",25728,25728
0018713982,"Fulton Telephone Company, Inc.",803,802
0018714014,"Mound Bayou Telephone & Communications, Inc.",105,105
0018714071,Axiom Technologies,2733,2695
0018726125,"Oki Communications, LLC",3,3
0018726950,MM&G Enterprises LLC. d/b/a Fusion Media,575,304
0018732925,Aloha Broadband,96,96
0018735928,AUDEAMUS,3166,2028
0018756155,"VSAT Systems, LLC",10598951,10598951
0018761007,AllureTech/Coffeynet,5063,5063
0018795013,"BEH Communications, LLC",1676,1676
0018804716,"Pride Network , Inc.",1744,1744
0018814525,"Central Valley Broadband, LLC",211,211
0018814731,Conifer Communications,356,356
0018828111,"Bulldog Cable Georgia, LLC",360,360
0018842393,Network Computers L L C,751,751
0018854935,"Atlantech Online, Inc.",326,285
0018879585,"Windstream NorthStar, LLC",10285,10285
0018880567,Natel,7201,6447
0018912626,www.radiowire.net,655,655
0018925107,eVolve Business Solutions LLC,2109,1887
0018932350,Barbourville Utility Commission,319,317
0018940627,4 SIWI LLC,333,333
0018974584,Chaparral CableVision Inc.,447,260
0018981068,"Lazernet, Inc.",244,244
0018996132,"HydroSoft Internet, Inc.",3320,3320
0019008036,"LTO Communications, LLC",1,1
0019008572,WiConnect Wireless LLC,485,485
0019012335,KDSC Inc.,3974,3974
0019015189,FiberNet Monticello,185,185
0019027440,CSC Holdings LLC,160600,160600
0019060706,BLIP Networks LLC,257,257
0019064617,Midvale Telephone Company,2134,1980
0019066034,Cogent Communications Group,1369,1334
0019072339,The Home Town Network Inc.,6722,6722
0019083773,Howard Nathan Harper dba Integrity Wireless LLC.,1,1
0019130319,Palmer Wireless,1354,1354
0019130327,"Monarc Technologies, LLC",158,158
0019171842,"Portative Technologies, LLC",624,624
0019194083,"Native American Telecom -- Pine Ridge, LLC",124,124
0019219088,Bagley Public Utilities,160,160
0019225366,"MGW Networks, L.L.C.",590,567
0019297274,"Taos Net, LLC",4283,4283
0019384908,McNutt Consulting Services,518,518
0019409507,megaWi LLC,17,17
0019434166,"LYNX Network Group, Inc.",8626,8623
0019472653,iWiSP llc,212,212
0019475797,SkyNet Communications of Kentucky LLC,298,298
0019482124,"CellTex Networks, LLC",23409,23409
0019489673,"Yelcot Video Group, Inc.",1321,1137
0019491562,I-Land Internet Services LLC,921,921
0019496462,bloosurf,14859,14859
0019525336,Plant TiftNet,688,681
0019578822,Robert Fynbo,154,154
0019595669,Central Missouri Computer Services Inc.,113,113
0019599901,3 Rooms Communications LLC,14,14
0019621531,"Avolutia, LLC",722,714
0019624105,Borealis Broadband Inc,2647,2647
0019648245,Netwurx,10455,10443
0019653401,"RCN Telecom Services of New York, LP",4162,2463
0019653443,RCN Telecom Services of Philadelphia LLC,3079,2724
0019653450,RCN Telecom Services (Lehigh) LLC,23074,13938
0019653476,RCN BecoCom LLC,14758,10506
0019663095,"QCOL, Inc.",354,354
0019674191,Crystal Broadband Networks,89,89
0019679562,"Myakka Communications, Inc.",227,227
0019703131,Eastern Shore of Virginia Broadband Authority,2884,2884
0019707637,FULL SERVICE NETWORK LP,81,81
0019707678,The Computer Works,17170,8585
0019722230,Premium Choice Broadband,895,884
0019746445,"CAP Cable, L.L.C.",3853,3434
0019751478,"Lakeway Publishers, Inc., d/b/a LogOn Computer Services",7346,7346
0019766914,"Urban Communications, Inc",153,151
0019774686,Maple River Grain & Agronomy LLC,22,22
0019786565,ELECTRONET BROADBAND,103,88
0019795822,NebraskaLink LLC,3426,3426
0019819408,BM Service Corp. dba Rock Solid Internet & Telephone,824,824
0019851344,CIS LLC,300,300
0019851542,"Wallowa Valley Networks, LLC",884,884
0019851625,Multi-Path Networks Inc,909,909
0019872100,"Nitelog, Inc",1785,1785
0019944198,Rowe Wireless Networks LLC,2144,1072
0019954775,New Source Broadband II,7508,7508
0019964311,JMZ CORPORATION,11069,11069
0019974385,SyncWave LLC,441,441
0019987775,City of Salisbury,1050,1050
0020000675,Radio Link Internet,15497,15497
0020056446,Warm Springs Telecommunications Company,172,86
0020070504,"Velocity Broadband Internet, Inc.",25,25
0020088050,NU Telecom Glencoe,530,530
0020089553,Rocky Ridge Wireless,86,86
0020098190,"laser image, inc.",38,38
0020106571,Customized Cable Services Inc. DBA Country Cable LLC,28,28
0020110953,"TGM Pinnacle Network Solutions,  LLC",10553,10553
0020113403,"Hocking Internet Technologies, Ltd.",1856,1856
0020136925,"NextEra FiberNet, LLC",29,29
0020155164,"Hughes Computer Services, Inc.",58,58
0020157806,EagleMax Broadband LLC,1,1
0020165007,James Bouse,150,150
0020172011,TexasData,141,141
0020176699,"Fatbeam, LLC",194,194
0020177036,"UPN Holdings, LLC",57412,57412
0020198149,New Ulm Telecom RWF,141,47
0020199279,"Wittenberg Wireless, LLC",3895,3566
0020199584,Redwood County Telephone Company,11986,9397
0020201364,VGI Technology,31783,23672
0020216909,"LocaLoop, Inc.",123,123
0020217709,"Lexsar Solutions, Inc.",4,4
0020233508,"DirectLink,LLC.",38001,38001
0020237467,Rob,1,1
0020260865,COB/BWP - One Burbank,44,44
0020260899,HCI Telcom Inc,154,153
0020262317,"Wilson Creek Communications, LLC",140,140
0020291415,"SKYFREQUENCY, INC.",5,5
0020295713,eastsierra.net,72,72
0020298048,"Priest Lake Broadband Internet, LLC",350,350
0020316063,TC LLC,577,519
0020317855,AirLink Internet Services,10128,10128
0020332409,Spiral Solutions and Technoligies Inc,41,31
0020338323,Big River Broadband,1231,1231
0020343737,Craner Technology Services,2,2
0020374575,Community Fiber Solutions Incorporated,4670,4670
0020389763,Highland Communication Services,229,229
0020407193,Mojavewifi.com LLC,792,792
0020409892,Nez Perce Tribe,2097,2097
0020419446,Maxwire Inc.,23,23
0020419545,"S-Net Communications, Inc.",163,160
0020426268,Vergennes Broadband LLC,13,11
0020444741,"NTUA Wireless, LLC",35133,35133
0020449831,Agile Network Builders,365344,365344
0020474003,Miles Wireless,448,448
0020507968,T3 VoiceNet LLC,83,83
0020519021,Lindalink LLC,35,35
0020526265,Wireless Investments LLC,29,29
0020535944,"Siuslaw Broadband, LLC",805,805
0020536306,Cyber Broadband,33,33
0020546206,"North Olympic Peninsula Data Centers, LLC",359,358
0020550232,Roller Network LLC,42,40
0020553293,Servpac Incorporated,322,289
0020558912,"Universal Telcom, LLC",35,35
0020562104,DataBit Solutions Corporation,589,589
0020567939,Central Virginia Technology Group LLC,101,101
0020568333,EAGLE-Net Alliance,132,132
0020568457,"Network Professionals, Inc.",235,235
0020585402,"Texhoma Wireless, L.L.C.",5198,5198
0020591780,"Konceptio Data Services, LLC",193,193
0020608899,"Convergence Technologies, Inc.",57,57
0020610432,"Rebus Communications, LLC",334,334
0020610606,"California Broadband Cooperative, Inc.",129,129
0020611620,CentraCom Interactive,4330,3782
0020650107,SouthEast WiMAX,1,1
0020655486,"Alliance Connect, LLC",510,458
0020666798,"PINELAND TELEPHONE COMMUNICATIONS, INC",597,597
0020673356,Broadlinc Communications LLC,165,165
0020680591,"Atlantic Telecom Multimedia Consolidated, LLC",321,321
0020680948,CONCEPT COMMUNICATION CORP,704,400
0020707907,"Scott County Telephone Company, LLC",57,57
0020728259,"JKM Consulting, Inc dba M2 Connections",719,719
0020743076,LVWifi.com,14,14
0020748331,GC Pivotal LLC d/b/a Global Capacity,71542,63622
0020758140,"Q Wireless, LLC",10788,10788
0020764858,"NetDiverse, LLC",2,2
0020820189,Shoreham Telephone LLC,359,358
0020831053,Bolt Internet,3426,3426
0020841573,"Valnet Holdings, LLC",22626,22626
0020846523,"Layer2 Licensing, Inc.",9,9
0020854725,Air Link Rural Broadband,21,21
0020855656,"Cal.net, Inc.",3473,3299
0020857629,Basin Broadband,20,20
0020859393,Encore Business Systems,16337,16337
0020860599,"Prestige Broadband, LLC",7584,7584
0020896718,Alamo Broadbanc Inc,16197,16197
0020908869,"Kudu Systems, LLC",190,190
0020910857,"Bowling Green Municipal Utilities, General Services Division",200,200
0020926788,LTD Broadband LLC,36748,36748
0020930608,Resonance Broadband,15,15
0020958237,Xoom Link LLC,59,59
0020969267,Wireless Internet Solutions Experts LLC,3131,3131
0020973889,BATTLES XTREME NETWORKS LLC,7517,7517
0020980116,"Home Telephone ILEC, LLC d/b/a Home Telecom",2289,1601
0021009246,Shawn Peppers,3711,3711
0021024559,"Valleynet, Inc.",367,367
0021025770,SonicNet Inc.,3234,3234
0021067509,"ALSAT Home Electronics, LLC",2993,2993
0021071279,Rio CIties,10,10
0021079785,netBlazr Inc.,4304,4304
0021082359,Bridger Cable TV,62,62
0021091491,"Google Fiber California, LLC",55,55
0021099999,Southwest Minnesota Broadband Services,741,741
0021105028,Celerity Networks LLC,1178,1178
0021125265,Zulu Internet Inc,6049,6049
0021134119,Aptitude Internet LLC,199,199
0021136734,Wispwest.net,6817,6817
0021149000,BlountBroadband LLC,107,107
0021199187,SpeedConnect LLC,13482,13482
0021221270,Air Wave Communications LLC.,108,108
0021235379,Blu Sky Wireless,2968,2968
0021244868,MontanaSky West LLC,3,3
0021254537,Valu-Net LLC,526,526
0021261193,"Totelcom Networks, LLC",3348,3348
0021261920,"Celito Communications, Inc.",771,766
0021290424,"Sonic Spectrum, Inc.",3885,3885
0021293659,David Martinez,431,431
0021297494,"Crescomm WIFI, LLC",11,11
0021328851,Eastern Band of Cherokee Indians C/O Cherokee Broadband Enterprise,1,1
0021337910,"Ridgetop Internet, LLC",86,86
0021370093,"FibAire Communications, LLC d/b/a AireBeam",14837,14837
0021373519,Remotely Located,2639,2639
0021392634,"Echo Wireless Broadband, Inc.",417,417
